filename	ns	tau	n	tp	fp	fn	pr	rc	cov	mi	ru	f	s	pr_micro	rc_micro	f_micro
goa_nonexp_predictions.tsv	biological_process	0.320	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.330	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.340	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.350	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.360	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.370	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.380	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.390	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.400	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.410	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.420	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.430	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.440	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.450	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.460	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.470	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.480	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.490	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.500	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.510	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.520	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.530	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.540	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.550	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.560	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.570	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.580	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.590	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.600	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.610	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.620	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.630	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.640	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.650	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.660	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.670	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.680	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.690	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.700	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.710	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.720	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.730	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.740	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.750	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.760	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.770	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.780	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.790	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.800	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.810	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.820	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.830	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.840	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.850	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.860	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.870	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.880	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.890	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.900	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.910	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.920	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.930	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.940	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.950	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.960	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.970	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.980	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	biological_process	0.990	305.000	6.018	7.593	12.612	0.490	0.345	0.801	7.593	12.612	0.405	14.721	0.442	0.323	0.373
goa_nonexp_predictions.tsv	molecular_function	0.010	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.020	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.030	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.040	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.050	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.060	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.070	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.080	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.090	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.100	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.110	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.120	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.130	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.140	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.150	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.160	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.170	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.180	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.190	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.200	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.210	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.220	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.230	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.240	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.250	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.260	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.270	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.280	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.290	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.300	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.310	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.320	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.330	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.340	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.350	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.360	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.370	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.380	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.390	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.400	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.410	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.420	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.430	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.440	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.450	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.460	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.470	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.480	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.490	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.500	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.510	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.520	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.530	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.540	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.550	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.560	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.570	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.580	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.590	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.600	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.610	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.620	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.630	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.640	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.650	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.660	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.670	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.680	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.690	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.700	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
goa_nonexp_predictions.tsv	molecular_function	0.710	241.000	4.327	6.104	2.428	0.531	0.584	0.811	6.104	2.428	0.556	6.569	0.415	0.641	0.504
