filename	ns	tau	n	tp	fp	fn	pr	rc	cov	mi	ru	f	s	pr_micro	rc_micro	f_micro
goa_nonexp_predictions.tsv	biological_process	0.210	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.220	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.230	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.240	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.250	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.260	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.270	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.280	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.290	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.300	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.310	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.320	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.330	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.340	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.350	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.360	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.370	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.380	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.390	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.400	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.410	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.420	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.430	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.440	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.450	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.460	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.470	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.480	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.490	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.500	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.510	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.520	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.530	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.540	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.550	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.560	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.570	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.580	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.590	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.600	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.610	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.620	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.630	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.640	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.650	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.660	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.670	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.680	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.690	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.700	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.710	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.720	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.730	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.740	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.750	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.760	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.770	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.780	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.790	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.800	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.810	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.820	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.830	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.840	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.850	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.860	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.870	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.880	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.890	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.900	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.910	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.920	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.930	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.940	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.950	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.960	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.970	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.980	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	biological_process	0.990	272.000	6.713	9.746	13.027	0.479	0.352	0.743	9.746	13.027	0.405	16.269	0.408	0.340	0.371
goa_nonexp_predictions.tsv	molecular_function	0.010	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.020	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.030	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.040	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.050	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.060	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.070	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.080	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.090	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.100	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.110	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.120	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.130	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.140	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.150	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.160	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.170	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.180	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.190	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.200	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.210	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.220	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.230	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.240	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.250	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.260	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.270	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.280	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.290	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.300	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.310	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.320	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.330	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.340	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.350	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.360	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.370	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.380	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.390	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.400	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.410	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.420	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.430	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.440	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.450	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.460	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.470	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.480	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.490	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.500	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.510	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.520	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.530	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.540	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.550	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.560	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.570	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.580	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.590	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.600	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.610	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.620	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.630	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.640	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.650	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.660	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.670	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.680	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.690	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.700	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
goa_nonexp_predictions.tsv	molecular_function	0.710	239.000	4.207	5.870	2.388	0.537	0.558	0.799	5.870	2.388	0.548	6.337	0.418	0.638	0.505
